"campaignid","sample","filename","periodtime","family","genus","species","maxn","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"2021-08_PtCloates_BOSS","PCPREF8","20210826_BOTTOM_1_0004_0001.mp4","0.00000","Lutjanidae","Aphareus","rutilans",1,"-22.6845","113.5637",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCPREF8","20210826_BOTTOM_1_0004_0001.mp4","1.50011","Pomacanthidae","Chaetodontoplus","personifer",6,"-22.6845","113.5637",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB10","20210909_BOTTOM_3_0004_0001.mp4","0.90257","Carangidae","Carangoides","fulvoguttatus",2,"-22.6966","113.5583",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB10","20210909_BOTTOM_3_0004_0001.mp4","0.10427","Lethrinidae","Gymnocranius","sp1",1,"-22.6966","113.5583",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB10","20210909_BOTTOM_3_0004_0001.mp4","0.90257","Lethrinidae","Lethrinus","miniatus",1,"-22.6966","113.5583",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB16","20210909_BOTTOM_3_0003_0001.mp4","0.81331","Carcharhinidae","Carcharhinus","plumbeus",1,"-22.6943","113.5561",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB16","20210909_BOTTOM_3_0003_0001.mp4","0.56334","Pinguipedidae","Parapercis","nebulosa",1,"-22.6943","113.5561",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB16","20210909_BOTTOM_3_0003_0001.mp4","1.08191","Unknown","Unknown","Unknown",1,"-22.6943","113.5561",NA,NA,"Pt Cloates",NA,NA,"87","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB21","20210909_BOTTOM_2_0004_0001.mp4","1.81125","Carangidae","Carangoides","chrysophrys",1,"-22.6864","113.5593",NA,NA,"Pt Cloates",NA,NA,"88","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB21","20210909_BOTTOM_2_0004_0001.mp4","2.46441","Lethrinidae","Gymnocranius","sp1",1,"-22.6864","113.5593",NA,NA,"Pt Cloates",NA,NA,"88","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB22","20210909_BOTTOM_2_0004_0001.mp4","1.67389","Cirrhitidae","Cyprinocirrhites","polyactis",1,"-22.6889","113.5566",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB22","20210909_BOTTOM_2_0004_0001.mp4","2.23001","Lethrinidae","Lethrinus","miniatus",1,"-22.6889","113.5566",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB23","20210909_BOTTOM_3_0005_0001.mp4","2.50973","Lethrinidae","Gymnocranius","sp1",6,"-22.7008","113.5519",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB23","20210909_BOTTOM_3_0005_0001.mp4","2.50973","Lutjanidae","Pristipomoides","sp1",1,"-22.7008","113.5519",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB23","20210909_BOTTOM_3_0005_0001.mp4","1.33383","SUS","SUS","SUS",4,"-22.7008","113.5519",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB26","20210909_BOTTOM_2_0005_0001.mp4","0.76298","Unknown","Unknown","Unknown",1,"-22.6891","113.5586",NA,NA,"Pt Cloates",NA,NA,"85","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB3","20210909_BOTTOM_2_0003_0001.mp4","0.00000","Carangidae","Decapterus","spp",1,"-22.6854","113.5572",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB3","20210909_BOTTOM_2_0003_0001.mp4","1.85713","Carangidae",NA,NA,2,"-22.6854","113.5572",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB3","20210909_BOTTOM_2_0003_0001.mp4","0.52413","Lethrinidae","Gymnocranius","sp1",1,"-22.6854","113.5572",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB3","20210909_BOTTOM_2_0003_0001.mp4","1.56990","Lutjanidae","Pristipomoides","sp1",2,"-22.6854","113.5572",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB3","20210909_BOTTOM_2_0003_0001.mp4","1.29018","Sparidae","Argyrops","spinifer",1,"-22.6854","113.5572",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB30","20210909_BOTTOM_3_0005_0001.mp4","0.54916","Chaetodontidae","Heniochus","acuminatus",3,"-22.6993","113.5498",NA,NA,"Pt Cloates",NA,NA,"96","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB31","20210909_BOTTOM_4_0004_0001.mp4","1.35191","Lutjanidae","Aphareus","rutilans",6,"-22.7112","113.5554",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB33","20210909_BOTTOM_4_0005_0001.mp4","2.61428","Carangidae","Carangoides","fulvoguttatus",1,"-22.7154","113.5531",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB33","20210909_BOTTOM_4_0005_0001.mp4","0.33172","Carcharhinidae","Carcharhinus","spp",1,"-22.7154","113.5531",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB33","20210909_BOTTOM_4_0005_0001.mp4","0.28862","Lethrinidae","Gymnocranius","sp1",1,"-22.7154","113.5531",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB33","20210909_BOTTOM_4_0005_0001.mp4","0.28862","Lutjanidae","Aphareus","rutilans",3,"-22.7154","113.5531",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB33","20210909_BOTTOM_4_0005_0001.mp4","0.00000","Lutjanidae","Lutjanus","sebae",1,"-22.7154","113.5531",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB38","20210909_BOTTOM_4_0002_0001.mp4","0.15404","Lethrinidae","Gymnocranius","sp1",1,"-22.7058","113.5542",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB42","20210909_BOTTOM_3_0002_0001.mp4","0.76660","Lethrinidae","Gymnocranius","sp1",1,"-22.6927","113.555",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB42","20210909_BOTTOM_3_0002_0001.mp4","1.39361","Lethrinidae","Lethrinus","miniatus",1,"-22.6927","113.555",NA,NA,"Pt Cloates",NA,NA,"91","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB44","20210909_BOTTOM_4_0004_0001.mp4","0.00000","Acanthuridae","Naso","spp",15,"-22.7122","113.5532",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB44","20210909_BOTTOM_4_0004_0001.mp4","1.29046","Chaetodontidae","Heniochus","acuminatus",2,"-22.7122","113.5532",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB44","20210909_BOTTOM_4_0004_0001.mp4","0.00000","Lethrinidae","Gymnocranius","sp1",1,"-22.7122","113.5532",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB44","20210909_BOTTOM_4_0004_0001.mp4","0.67011","Lutjanidae","Lutjanus","lemniscatus",1,"-22.7122","113.5532",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB44","20210909_BOTTOM_4_0004_0001.mp4","1.71727","Serranidae","Variola","louti",1,"-22.7122","113.5532",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB45","20210909_BOTTOM_2_0001_0001.mp4","0.16516","Carangidae","Carangoides","fulvoguttatus",1,"-22.6823","113.5591",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB45","20210909_BOTTOM_2_0002_0001.mp4","1.75954","Chaetodontidae","Heniochus","acuminatus",1,"-22.6823","113.5591",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB5","20210909_BOTTOM_3_0001_0001.mp4","1.96613","Carangidae","Carangoides","spp",1,"-22.6918","113.5532",NA,NA,"Pt Cloates",NA,NA,"96","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","1.18424","Caesionidae","Pterocaesio","sp1",40,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","1.09610","Chaetodontidae","Heniochus","acuminatus",1,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","2.02258","Fistulariidae","Fistularia","commersonii",1,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","1.77511","Lethrinidae","Gymnocranius","sp1",2,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","1.25125","Lutjanidae","Lutjanus","sebae",2,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","0.74074","Mullidae",NA,NA,1,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","2.27338","Pomacanthidae","Apolemichthys","trimaculatus",1,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","2.61372","Pomacanthidae","Chaetodontoplus","personifer",2,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB7","20210909_BOTTOM_3_0004_0001.mp4","0.01891","Unknown","Unknown","Unknown",1,"-22.6986","113.557",NA,NA,"Pt Cloates",NA,NA,"83","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB8","20210909_BOTTOM_4_0003_0001.mp4","2.09626","Cirrhitidae","Cyprinocirrhites","polyactis",1,"-22.7064","113.5555",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSB9","20210909_BOTTOM_4_0006_0001.mp4","0.00000","Carangidae","Seriola","sp1",11,"-22.7187","113.5519",NA,NA,"Pt Cloates",NA,NA,"81","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.90218","Acanthuridae","Acanthurus","spp",2,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","2.03731","Acanthuridae","Naso","spp",23,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","0.33951","Chaetodontidae","Chaetodon","assarius",1,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.71199","Cirrhitidae","Cyprinocirrhites","polyactis",8,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.72116","Labridae","Bodianus","bilunulatus",1,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.04910","Labridae","Pseudanthias","cooperi",2,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","2.78028","Lethrinidae","Gymnocranius","sp1",1,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","2.08875","Lethrinidae","Lethrinus","rubrioperculatus",4,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.68808","Mullidae","Parupeneus","indicus",2,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.43866","Pomacanthidae","Apolemichthys","trimaculatus",1,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.06023","SUS","SUS","SUS",3,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.04271","Serranidae","Cephalopholis","sonnerati",2,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","1.00072","Serranidae","Pseudanthias","cooperi",1,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP1","20210909_BOTTOM_3_0006_0001.mp4","0.15376","Unknown","Unknown","Unknown",1,"-22.6996","113.5589",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP10","20210909_BOTTOM_1_0001_0001.mp4","0.23440","Caesionidae","Pterocaesio","chrysozona",31,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP10","20210909_BOTTOM_1_0001_0001.mp4","2.53781","Unknown","Unknown","Unknown",1,"-22.6745","113.5663",NA,NA,"Pt Cloates",NA,NA,"77","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP11","20210909_BOTTOM_3_0003_0001.mp4","0.15182","Chaetodontidae","Heniochus","acuminatus",2,"-22.6962","113.5592",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP11","20210909_BOTTOM_3_0003_0001.mp4","1.55099","Labridae","Bodianus","bilunulatus",2,"-22.6962","113.5592",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP11","20210909_BOTTOM_3_0003_0001.mp4","0.68652","Lethrinidae","Lethrinus","miniatus",1,"-22.6962","113.5592",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP11","20210909_BOTTOM_3_0003_0001.mp4","0.44155","Lethrinidae","Lethrinus","olivaceus",1,"-22.6962","113.5592",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP11","20210909_BOTTOM_3_0003_0001.mp4","1.55099","Pomacanthidae","Apolemichthys","trimaculatus",1,"-22.6962","113.5592",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP11","20210909_BOTTOM_3_0003_0001.mp4","1.62690","Pomacanthidae","Chaetodontoplus","personifer",2,"-22.6962","113.5592",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP11","20210909_BOTTOM_3_0003_0001.mp4","1.52792","Pomacanthidae","Pomacanthus","imperator",1,"-22.6962","113.5592",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP11","20210909_BOTTOM_3_0003_0001.mp4","0.82694","Unknown","Unknown","Unknown",2,"-22.6962","113.5592",NA,NA,"Pt Cloates",NA,NA,"79","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP16","20210909_BOTTOM_4_0001_0001.mp4","0.21104","Carangidae","Decapterus","spp",3,"-22.7053","113.5502",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP16","20210909_BOTTOM_4_0001_0001.mp4","0.91870","Lethrinidae","Gymnocranius","sp1",1,"-22.7053","113.5502",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP16","20210909_BOTTOM_4_0001_0001.mp4","0.08203","Unknown","Unknown","Unknown",1,"-22.7053","113.5502",NA,NA,"Pt Cloates",NA,NA,"89","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP6","20210909_BOTTOM_4_0005_0001.mp4","0.22940","Carcharhinidae","Carcharhinus","spp",2,"-22.7171","113.5528",NA,NA,"Pt Cloates",NA,NA,"84","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP7","20210909_BOTTOM_2_0005_0001.mp4","2.06262","Lethrinidae","Gymnocranius","sp1",1,"-22.69","113.5605",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP7","20210909_BOTTOM_2_0005_0001.mp4","1.80847","Pomacanthidae","Chaetodontoplus","personifer",1,"-22.69","113.5605",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP7","20210909_BOTTOM_2_0005_0001.mp4","2.68852","Unknown","Unknown","Unknown",1,"-22.69","113.5605",NA,NA,"Pt Cloates",NA,NA,"80","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP8","20210909_BOTTOM_2_0002_0001.mp4","1.09498","Chaetodontidae","Heniochus","acuminatus",2,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP8","20210909_BOTTOM_2_0002_0001.mp4","1.01546","Labridae","Bodianus","solatus",5,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP8","20210909_BOTTOM_2_0002_0001.mp4","1.27266","Pomacanthidae","Apolemichthys","trimaculatus",2,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP8","20210909_BOTTOM_2_0002_0001.mp4","1.09498","Pomacanthidae","Chaetodontoplus","personifer",4,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP8","20210909_BOTTOM_2_0002_0001.mp4","0.07090","Pomacanthidae","Pomacanthus","spp",2,"-22.6839","113.5635",NA,NA,"Pt Cloates",NA,NA,"78","Yes","Yes"
"2021-08_PtCloates_BOSS","PCSBP9","20210909_BOTTOM_2_0001_0001.mp4","1.93805","Lethrinidae","Lethrinus","miniatus",1,"-22.6779","113.5654",NA,NA,"Pt Cloates",NA,NA,"82","Yes","Yes"
"2022-05_PtCloates_BOSS","101","20220525_BOTTOM_2_0003_0001.mp4","1.08859","Lethrinidae","Gymnocranius","sp1",2,"-22.7071","113.5528",NA,NA,"Pt Cloates","No-take",NA,"84.5","Yes","Yes"
"2022-05_PtCloates_BOSS","101","20220525_BOTTOM_2_0003_0001.mp4","0.77605","Pinguipedidae","Parapercis","nebulosa",1,"-22.7071","113.5528",NA,NA,"Pt Cloates","No-take",NA,"84.5","Yes","Yes"
"2022-05_PtCloates_BOSS","105","20220521_BOTTOM_2_0004_0001.mp4","1.54293","Lutjanidae","Lutjanus","sebae",1,"-22.7605","113.5445",NA,NA,"Pt Cloates","No-take",NA,"80.8","Yes","Yes"
"2022-05_PtCloates_BOSS","105","20220521_BOTTOM_2_0004_0001.mp4","1.58992","Nemipteridae","Pentapodus","nagasakiensis",5,"-22.7605","113.5445",NA,NA,"Pt Cloates","No-take",NA,"80.8","Yes","Yes"
"2022-05_PtCloates_BOSS","105","20220521_BOTTOM_2_0004_0001.mp4","1.31715","Pinguipedidae","Parapercis","nebulosa",2,"-22.7605","113.5445",NA,NA,"Pt Cloates","No-take",NA,"80.8","Yes","Yes"
"2022-05_PtCloates_BOSS","106","20220526_BOTTOM_1_0006_0001.mp4","1.74869","Pinguipedidae","Parapercis","nebulosa",1,"-22.6968","113.5635",NA,NA,"Pt Cloates","No-take",NA,"75.8","Yes","Yes"
"2022-05_PtCloates_BOSS","106","20220526_BOTTOM_1_0006_0001.mp4","2.19831","Unknown","Unknown","Unknown",2,"-22.6968","113.5635",NA,NA,"Pt Cloates","No-take",NA,"75.8","Yes","Yes"
"2022-05_PtCloates_BOSS","107","20220525_BOTTOM_2_0002_0001.mp4","0.03698","Nemipteridae","Pentapodus","nagasakiensis",1,"-22.709","113.5599",NA,NA,"Pt Cloates","No-take",NA,"75.4","Yes","Yes"
"2022-05_PtCloates_BOSS","108","20220526_BOTTOM_2_0006_0001.mp4","1.74146","Balistidae","Abalistes","spp",1,"-22.6897","113.5545",NA,NA,"Pt Cloates","No-take",NA,"94.2","Yes","Yes"
"2022-05_PtCloates_BOSS","108","20220526_BOTTOM_2_0006_0001.mp4","0.47019","Unknown","Unknown","Unknown",1,"-22.6897","113.5545",NA,NA,"Pt Cloates","No-take",NA,"94.2","Yes","Yes"
"2022-05_PtCloates_BOSS","110","20220523_BOTTOM_5_0001_0001.mp4","0.55222","Carangidae","Decapterus","spp",3,"-22.7234","113.5447",NA,NA,"Pt Cloates","No-take",NA,"93.3","Yes","Yes"
"2022-05_PtCloates_BOSS","111","20220526_BOTTOM_1_0007_0001.mp4","0.77272","Lethrinidae","Gymnocranius","sp1",1,"-22.6958","113.5608",NA,NA,"Pt Cloates","No-take",NA,"78.7","Yes","Yes"
"2022-05_PtCloates_BOSS","112","20220519_BOTTOM_3_0006_0001.mp4","2.39767","Unknown","Unknown","Unknown",1,"-22.7339","113.5532",NA,NA,"Pt Cloates","No-take",NA,"76.9","Yes","Yes"
"2022-05_PtCloates_BOSS","113","20220525_BOTTOM_3_0002_0001.mp4","0.28223","Lethrinidae","Lethrinus","rubrioperculatus",1,"-22.7038","113.5592",NA,NA,"Pt Cloates","No-take",NA,"78.5","Yes","Yes"
"2022-05_PtCloates_BOSS","113","20220525_BOTTOM_3_0002_0001.mp4","0.20270","Tetraodontidae","Lagocephalus","sceleratus",1,"-22.7038","113.5592",NA,NA,"Pt Cloates","No-take",NA,"78.5","Yes","Yes"
"2022-05_PtCloates_BOSS","117","20220526_BOTTOM_2_0004_0001.mp4","2.35875","Serranidae","Pseudanthias","spp",5,"-22.6936","113.551",NA,NA,"Pt Cloates","No-take",NA,"96","Yes","Yes"
"2022-05_PtCloates_BOSS","117","20220526_BOTTOM_2_0003_0001.mp4","0.18296","Unknown","Unknown","Unknown",1,"-22.6936","113.551",NA,NA,"Pt Cloates","No-take",NA,"96","Yes","Yes"
"2022-05_PtCloates_BOSS","118","20220519_BOTTOM_3_0004_0001.mp4","1.34106","Lethrinidae","Lethrinus","miniatus",1,"-22.7388","113.5435",NA,NA,"Pt Cloates","No-take",NA,"88.2","Yes","Yes"
"2022-05_PtCloates_BOSS","118","20220519_BOTTOM_3_0004_0001.mp4","2.20693","Pinguipedidae","Parapercis","nebulosa",1,"-22.7388","113.5435",NA,NA,"Pt Cloates","No-take",NA,"88.2","Yes","Yes"
"2022-05_PtCloates_BOSS","118","20220519_BOTTOM_3_0004_0001.mp4","2.39183","SUS","SUS","SUS",3,"-22.7388","113.5435",NA,NA,"Pt Cloates","No-take",NA,"88.2","Yes","Yes"
"2022-05_PtCloates_BOSS","120","20220526_BOTTOM_1_0005_0001.mp4","1.41419","Pinguipedidae","Parapercis","spp",1,"-22.6997","113.5628",NA,NA,"Pt Cloates","No-take",NA,"75.2","Yes","Yes"
"2022-05_PtCloates_BOSS","120","20220526_BOTTOM_1_0005_0001.mp4","1.99616","Unknown","Unknown","Unknown",1,"-22.6997","113.5628",NA,NA,"Pt Cloates","No-take",NA,"75.2","Yes","Yes"
"2022-05_PtCloates_BOSS","121","20220523_BOTTOM_4_0005_0001.mp4","0.13653","Carangidae","Decapterus","spp",1,"-22.7164","113.5548",NA,NA,"Pt Cloates","No-take",NA,"77.8","Yes","Yes"
"2022-05_PtCloates_BOSS","122","20220519_BOTTOM_3_0001_0001.mp4","1.38944","Carangidae","Carangoides","fulvoguttatus",4,"-22.75","113.5452",NA,NA,"Pt Cloates","No-take",NA,"83","Yes","Yes"
"2022-05_PtCloates_BOSS","122","20220519_BOTTOM_3_0001_0001.mp4","2.95323","Lethrinidae","Gymnocranius","sp1",1,"-22.75","113.5452",NA,NA,"Pt Cloates","No-take",NA,"83","Yes","Yes"
"2022-05_PtCloates_BOSS","122","20220519_BOTTOM_3_0001_0001.mp4","1.86575","Lutjanidae","Pristipomoides","sp1",2,"-22.75","113.5452",NA,NA,"Pt Cloates","No-take",NA,"83","Yes","Yes"
"2022-05_PtCloates_BOSS","122","20220519_BOTTOM_3_0001_0001.mp4","0.80302","SUS","SUS","SUS",2,"-22.75","113.5452",NA,NA,"Pt Cloates","No-take",NA,"83","Yes","Yes"
"2022-05_PtCloates_BOSS","123","20220527_TOP_2_0003_0001.mp4","0.84334","Carangidae","Decapterus","spp",3,"-22.6861","113.5646",NA,NA,"Pt Cloates","No-take",NA,"77.7","Yes","Yes"
"2022-05_PtCloates_BOSS","123","20220527_TOP_2_0003_0001.mp4","1.00156","Cirrhitidae","Cirrhitichthys","aprinus",1,"-22.6861","113.5646",NA,NA,"Pt Cloates","No-take",NA,"77.7","Yes","Yes"
"2022-05_PtCloates_BOSS","123","20220527_TOP_2_0003_0001.mp4","2.85619","Unknown","Unknown","Unknown",1,"-22.6861","113.5646",NA,NA,"Pt Cloates","No-take",NA,"77.7","Yes","Yes"
"2022-05_PtCloates_BOSS","124","20220526_BOTTOM_2_0004_0001.mp4","1.17339","Carangidae","Decapterus","spp",2,"-22.6922","113.5552",NA,NA,"Pt Cloates","No-take",NA,"89.5","Yes","Yes"
"2022-05_PtCloates_BOSS","124","20220526_BOTTOM_2_0004_0001.mp4","0.14876","Lutjanidae","Lutjanus","sebae",1,"-22.6922","113.5552",NA,NA,"Pt Cloates","No-take",NA,"89.5","Yes","Yes"
