"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"PCBP8","9","Left_MAH00289.MP4","79745","Right_MAH00797.MP4","78908","1","57.86586",NA,NA,"11.19369","1923.58617","20.11816",NA,NA,NA,NA,NA,"Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","362.14551","561.02445","-1803.96396","1.27387","1.77429","5.00564","-22.6835","113.5638","20210907","08:45","Pt Cloates",NA,NA,"78","Kaitlin McCloghry","Yes","Yes"
"PCBP9","0","Left_MAH00190.MP4","1304","Right_MAH00193.MP4","225",NA,"-1.00000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.6774","113.5655","20210907","08:36","Pt Cloates",NA,NA,"80","Levi Peters","Yes","Yes"
"PCBRUV1","0","Left_MAH00150.MP4","33566","Right_MAH00153.MP4","29103",NA,"-1.00000",NA,NA,"1.71165","939.59413","5.82670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-42.98669","-79.60615","-935.22838","0.49215","0.48040","1.40440","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV1","6","Left_MAH00151.MP4","31860","Right_MAH00154.MP4","27338","1","18.42341",NA,NA,"13.03401","6422.44952","23.58462",NA,NA,NA,NA,NA,"Sphyrnidae","Sphyrna","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-2569.47747","63.91340","-5885.70798","20.16571","2.85511","48.26629","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV1","7","Left_MAH00151.MP4","48931","Right_MAH00154.MP4","44409","1","23.17009",NA,NA,"1.45963","1566.36920","24.54662",NA,NA,NA,NA,NA,"Balistidae","Abalistes","filamentosus","37465089",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-642.90325","-92.11960","-1425.37780","1.35552","0.70640","2.99590","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV1","8","Left_MAH00151.MP4","75973","Right_MAH00154.MP4","71451","1","30.68927",NA,NA,"2.72154","6882.77159","19.75887",NA,NA,NA,NA,NA,"Carcharhinidae","Carcharhinus","albimarginatus","37018027",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-2199.38153","797.85173","-6472.92039","19.56120","8.17448","59.42605","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV1","9","Left_MAH00152.MP4","8760","Right_MAH00155.MP4","4298","1","34.55647",NA,NA,"1.50086","6226.72443","10.04551",NA,NA,NA,NA,NA,"Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1076.88528","-105.03332","-6131.99668","9.66553","2.99547","54.64045","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV1","10","Left_MAH00152.MP4","19014","Right_MAH00155.MP4","14552","1","37.40765",NA,NA,"1.25434","1468.40289","29.98997",NA,NA,NA,NA,NA,"Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-671.64376","-288.45658","-1273.53622","1.19403","0.77618","2.27565","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV1","11","Left_MAH00152.MP4","25491","Right_MAH00155.MP4","21029","1","39.20861",NA,NA,"0.04856","1707.49834","30.72479",NA,NA,NA,NA,NA,"Balistidae","Sufflamen","fraenatum","37465014",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-869.79381","-58.49914","-1468.19180","1.62899","0.69422","2.92521","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV1","12","Left_MAH00152.MP4","27351","Right_MAH00155.MP4","22889","1","39.72580",NA,NA,"7.80422","7186.50726","20.69373",NA,NA,NA,NA,NA,"Acanthuridae","Naso","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-2538.53545","110.36501","-6722.31686","23.26901","3.46081","63.79373","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV1","15","Left_MAH00152.MP4","44713","Right_MAH00155.MP4","40251","1","44.55340",NA,NA,"5.00979","4543.13661","17.32574",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1344.14861","-128.45590","-4337.83977","8.21769","2.15681","27.28430","-22.7593","113.5427","20210828","09:56","Pt Cloates",NA,NA,"81.1","Henry Evans","Yes","Yes"
"PCBRUV14","0","LEFT_MAH00161 (2).MP4","33642","Right_MAH00164 (2).MP4","35790",NA,"-1.00000",NA,NA,"2.96056","935.39128","5.94143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-46.16362","-79.59026","-930.85507","0.49043","0.47824","1.39167","-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"PCBRUV14","28","LEFT_MAH00161 (5).MP4","7886","Right_MAH00164 (5).MP4","10094","1","56.21032",NA,NA,"0.18975","10494.89826","21.23871",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-3618.06376","1225.68493","-9774.97829","48.06686","17.95238","133.31737","-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"PCBRUV14","29","LEFT_MAH00161 (5).MP4","7886","Right_MAH00164 (5).MP4","10094","1","56.21032",NA,NA,"1.46870","10535.40831","18.38011",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-3139.81076","1144.37586","-9991.33728","43.35245","17.51951","141.06303","-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"PCBRUV14","30","LEFT_MAH00161 (5).MP4","7886","Right_MAH00164 (5).MP4","10094","1","56.21032",NA,NA,"2.72495","10903.57981","14.85978",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-2595.38547","1103.21763","-10532.56559","38.37418","18.13081","158.32512","-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"PCBRUV14","31","LEFT_MAH00161 (5).MP4","7886","Right_MAH00164 (5).MP4","10094","1","56.21032",NA,NA,"17.18317","10446.07503","11.57298",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1809.21357","1118.27421","-10227.25244","26.38751","17.91884","150.30094","-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"PCBRUV14","32","LEFT_MAH00161 (5).MP4","7886","Right_MAH00164 (5).MP4","10094","1","56.21032",NA,NA,"11.57692","9856.88790","10.11836",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1344.26733","1149.17239","-9696.93701","18.87087","17.40861","135.51244","-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"PCBRUV14","33","LEFT_MAH00161 (5).MP4","7886","Right_MAH00164 (5).MP4","10094","1","56.21032",NA,NA,"13.18608","9738.64945","7.43791",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-760.98516","1062.36524","-9650.57380","11.29469","16.22365","134.65427","-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"PCBRUV14","34","LEFT_MAH00161 (5).MP4","7886","Right_MAH00164 (5).MP4","10094","1","56.21032",NA,NA,"1.22423","10608.99518","7.41009",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-368.86288","1379.96790","-10512.39305","7.36345","22.42088","159.86072","-22.7252","113.546","20210828","13:55","Pt Cloates",NA,NA,"88.9","Hannah Williams","Yes","Yes"
"PCBRUV15","4","L029_MAH00164.MP4","79995","R030_MAH07584.MP4","1387","1","6.27238",NA,NA,"9.97409","5636.51729","23.54156",NA,NA,NA,NA,NA,"Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-2197.12643","537.60700","-5162.74552","15.43099","4.85412","37.69387","-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"PCBRUV15","17","L029_MAH00165.MP4","58351","R030_MAH07584.MP4","60803","1","22.79333",NA,NA,"0.24341","1587.91594","31.61397",NA,NA,NA,NA,NA,"Balistidae","Xanthichthys","lineopunctatus","37465016",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-828.73191","90.01354","-1351.50953","1.47815","0.66533","2.51453","-22.7281","113.5522","20210828","13:43","Pt Cloates",NA,NA,"82","Levi Peters","Yes","Yes"
"PCBRUV18","0","Left_MAH00123 (2).MP4","68295","right_MAH00178 (2).MP4","65046",NA,"-1.00000",NA,NA,"3.65079","956.30471","5.13447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","4.71133","-88.22115","-952.21507","0.49274","0.49398","1.44974","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","1","Left_MAH00123 (3).MP4","12369","right_MAH00178 (3).MP4","9180","1","0.23774",NA,NA,"8.53096","5318.45162","28.22104",NA,NA,NA,NA,NA,"Lutjanidae","Aprion","virescens","37346027",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1951.85424","1572.33866","-4690.83616","12.43787","10.37033","30.95622","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","2","Left_MAH00123 (3).MP4","18605","right_MAH00178 (3).MP4","15416","1","1.97169",NA,NA,"5.14084","2099.65362","15.55768",NA,NA,NA,NA,NA,"Echeneidae","Echeneis","naucrates","37336001",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-377.68720","411.83281","-2023.92970","1.45814","1.56906","6.22405","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","5","Left_MAH00123 (3).MP4","41818","right_MAH00178 (3).MP4","38629","1","8.42620",NA,NA,"3.12421","6358.19586","28.46204",NA,NA,NA,NA,NA,"Carcharhinidae","Carcharhinus","albimarginatus","37018027",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","2409.80431","1820.79690","-5595.01532","18.77535","14.53480","45.04566","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","10","Left_MAH00123 (3).MP4","75571","right_MAH00178 (3).MP4","72382","1","17.81140",NA,NA,"1.58542","3919.30773","31.08813",NA,NA,NA,NA,NA,"Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","1792.92984","928.85585","-3359.10739","8.09192","4.52395","15.93888","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","12","Left_MAH00123 (4).MP4","4886","right_MAH00178 (4).MP4","1637","1","20.69651",NA,NA,"17.40328","3240.71960","30.14364",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","1283.45069","992.42826","-2805.37057","5.00272","4.10578","11.38795","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","13","Left_MAH00123 (4).MP4","5007","right_MAH00178 (4).MP4","1758","1","20.73015",NA,NA,"0.03919","2636.92265","28.40964",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1200.66839","357.06083","-2320.40170","3.76641","1.57372","7.60551","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","15","Left_MAH00123 (4).MP4","7036","right_MAH00178 (4).MP4","3787","1","21.29433",NA,NA,"2.52028","6193.00172","29.59692",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","sp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","2759.67985","1303.34833","-5388.75871","20.28578","9.96950","41.13781","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","16","Left_MAH00123 (4).MP4","7837","right_MAH00178 (4).MP4","4588","1","21.51705",NA,NA,"9.93220","4358.18245","31.04891",NA,NA,NA,NA,NA,"Lethrinidae",NA,"sp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","2050.49641","910.09604","-3736.43465","10.25121","4.91876","19.62117","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","22","Left_MAH00123 (4).MP4","59114","right_MAH00178 (4).MP4","55865","1","35.77491",NA,NA,"1.98731","2164.79641","20.56706",NA,NA,NA,NA,NA,"Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-448.69205","608.13963","-2028.59191","1.60777","2.05620","6.21471","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","25","Left_MAH00123 (5).MP4","2645","right_MAH00178 (4).MP4","80456","1","42.61257",NA,NA,"2.10952","1797.20723","13.77871",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","392.80757","165.00060","-1745.97561","1.29886","0.95216","4.71946","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","26","Left_MAH00123 (5).MP4","4895","right_MAH00178 (5).MP4","1646","1","43.23820",NA,NA,"0.40469","1183.98278","24.50705",NA,NA,NA,NA,NA,"Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","491.02953","6.40874","-1077.34125","0.90523","0.53047","1.76385","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","27","Left_MAH00123 (5).MP4","4895","right_MAH00178 (5).MP4","1646","1","43.23820",NA,NA,"0.91526","1286.37103","24.67645",NA,NA,NA,NA,NA,"Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","532.77578","64.23756","-1169.09107","1.03550","0.58322","2.07976","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","28","Left_MAH00123 (5).MP4","4895","right_MAH00178 (5).MP4","1646","1","43.23820",NA,NA,"1.00079","1261.72686","27.25181",NA,NA,NA,NA,NA,"Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","574.06798","61.83842","-1121.86302","1.03508","0.55649","1.87179","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV18","29","Left_MAH00123 (5).MP4","37545","right_MAH00178 (5).MP4","34296","1","52.31671",NA,NA,"10.34844","6786.82906","28.25179",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","2483.26303","2020.68771","-5984.25222","20.75942","17.24375","51.58993","-22.7281","113.5522","20210828","13:32","Pt Cloates",NA,NA,"83.9","Hannah Williams","Yes","Yes"
"PCBRUV19","1","L037_MAH00175.MP4","39484","R038_MAH00178.MP4","37623","1","1.21705",NA,NA,"3.41663","3105.98315","8.69181",NA,NA,NA,NA,NA,"Mullidae","Parupeneus","heptacanthus","37355004",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","464.79313","83.63164","-3069.87042","2.49413","1.55422","14.12364","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","4","L037_MAH00175.MP4","43009","R038_MAH00178.MP4","41148","1","2.19720",NA,NA,"2.60941","2485.49576","18.70962",NA,NA,NA,NA,NA,"Lutjanidae","Aphareus","rutilans","37346001",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","285.97848","758.17425","-2349.69728","1.47117","2.89653","8.29720","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","8","L037_MAH00175.MP4","47024","R038_MAH00178.MP4","45163","1","3.31359",NA,NA,"1.16784","1685.86488","24.36176",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-695.34571","18.80755","-1535.66956","1.54787","0.73857","3.46454","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","10","L037_MAH00175.MP4","47069","R038_MAH00178.MP4","45208","1","3.32610",NA,NA,"0.39321","1384.33986","5.72229",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-111.66260","-72.96486","-1377.89856","0.72361","0.69056","2.93894","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","11","L037_MAH00175.MP4","47072","R038_MAH00178.MP4","45211","1","3.32693",NA,NA,"2.62848","1318.17501","3.87986",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","85.46280","-17.72575","-1315.28220","0.68287","0.64979","2.70146","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","20","L037_MAH00175.MP4","48904","R038_MAH00178.MP4","47043","1","3.83633",NA,NA,"4.09762","3168.45010","24.06701",NA,NA,NA,NA,NA,"Caesionidae","Caesio","teres","37346037",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1225.85372","425.59980","-2890.54034","4.78526","2.23640","11.92190","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","21","L037_MAH00175.MP4","48915","R038_MAH00178.MP4","47054","1","3.83939",NA,NA,"1.55859","2589.58334","20.83838",NA,NA,NA,NA,NA,"Caesionidae","Caesio","teres","37346037",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-895.26771","231.39187","-2418.86242","3.08390","1.43049","8.57584","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","23","L037_MAH00175.MP4","49032","R038_MAH00178.MP4","47171","1","3.87192",NA,NA,"0.78118","1834.57663","29.56935",NA,NA,NA,NA,NA,"Caesionidae","Caesio","teres","37346037",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-891.12655","169.14749","-1594.66423","1.83788","0.83643","3.50588","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","26","L037_MAH00175.MP4","60609","R038_MAH00178.MP4","58748","1","7.09097",NA,NA,"0.09453","1653.04408","16.67396",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-474.29281","11.98844","-1583.49529","1.26230","0.77010","3.80794","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","28","L037_MAH00175.MP4","60661","R038_MAH00178.MP4","58800","1","7.10543",NA,NA,"0.75599","1307.07098","1.80833",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-40.25825","-1.22307","-1306.45027","0.66572","0.64420","2.65490","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","29","L037_MAH00175.MP4","60671","R038_MAH00178.MP4","58810","1","7.10821",NA,NA,"0.76299","1663.94813","10.37948",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-249.16295","176.41198","-1635.70169","0.97524","0.91524","4.07733","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","30","L037_MAH00175.MP4","60674","R038_MAH00178.MP4","58813","1","7.10905",NA,NA,"0.17497","1774.86474","18.31417",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-536.51586","162.28164","-1684.03095","1.44824","0.91768","4.27179","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","32","L037_MAH00175.MP4","60698","R038_MAH00178.MP4","58837","1","7.11572",NA,NA,"1.23390","1489.31205","27.19389",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","672.09695","-99.51638","-1325.30470","1.34503","0.67569","2.73190","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","33","L037_MAH00175.MP4","60698","R038_MAH00178.MP4","58837","1","7.11572",NA,NA,"1.28172","1351.73235","6.22728",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-31.81078","151.10213","-1342.88368","0.68082","0.73358","2.79537","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","34","L037_MAH00175.MP4","60698","R038_MAH00178.MP4","58837","1","7.11572",NA,NA,"0.58649","1997.55212","25.89673",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","ravus","37351031",2,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-757.68872","443.13854","-1794.36633","1.91428","1.41948","4.65162","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","35","L037_MAH00175.MP4","60698","R038_MAH00178.MP4","58837","1","7.11572",NA,NA,"0.96592","1373.42238","18.72553",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-440.87934","1.97519","-1300.73461","0.98795","0.63428","2.58148","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","45","L037_MAH00175.MP4","63101","R038_MAH00178.MP4","61240","1","7.78389",NA,NA,"5.44274","2975.45133","27.47192",NA,NA,NA,NA,NA,"Lutjanidae","Lutjanus","quinquelineatus","37346006",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1345.74228","285.94234","-2638.28074","4.56955","1.62452","9.66189","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","46","L037_MAH00175.MP4","63158","R038_MAH00178.MP4","61297","1","7.79974",NA,NA,"2.58890","1552.25118","32.29977",NA,NA,NA,NA,NA,"Chaetodontidae","Heniochus","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-801.88858","219.79779","-1310.78120","1.31846","0.71553","2.26128","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","51","L037_MAH00176.MP4","988","R038_MAH00178.MP4","80249","1","13.06945",NA,NA,"0.19390","2961.82252","19.31803",NA,NA,NA,NA,NA,"Carangidae","Carangoides","spp",NA,1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","405.02006","908.73910","-2789.72124","2.06466","4.00933","11.61662","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","54","L037_MAH00176.MP4","56576","R038_MAH00179.MP4","54715","1","28.52600",NA,NA,"0.39016","2070.65765","31.22789",NA,NA,NA,NA,NA,"Pomacanthidae","Apolemichthys","trimaculatus","37365016",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1011.43653","370.27251","-1768.47887","2.20595","1.18671","4.18872","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
"PCBRUV19","57","L037_MAH00176.MP4","60023","R038_MAH00179.MP4","58162","1","29.48446",NA,NA,"3.81245","2398.88478","26.73030",NA,NA,NA,NA,NA,"Pomacanthidae","Pomacanthus","imperator","37365014",1,"AD","Passing",NA,NA,"2021-08_Pt-Cloates_stereo-BRUVs","-1076.78058","81.84168","-2142.07696","3.04468","1.04302","6.48873","-22.7103","113.5544","20210829","11:47","Pt Cloates",NA,NA,"79.7","Daniel Agnello","Yes","Yes"
